gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,RevenuePerMonth,ChargeRatio,HighValueCustomer
1,0,0,0,13,1,0,19.95,243.65,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,17.40357142857143,1.0840287211333204,0
1,0,1,0,49,1,1,55.35,2633.95,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,52.678999999999995,1.0311294919801042,0
0,1,0,0,45,1,1,102.15,4735.35,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,102.94239130434784,0.9827559162161313,1
0,0,0,0,18,1,1,71.1,1247.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65.67105263157895,1.066429840142096,1
1,1,0,0,1,1,1,74.7,74.7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37.35,1.9478487614080835,1
1,0,1,0,68,0,1,54.1,3794.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,54.992753623188406,0.9661964539924939,0
1,0,0,0,54,1,0,19.65,1008.7,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,18.34,1.016028955532575,0
0,1,1,1,23,1,1,88.45,2130.55,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,88.77291666666667,0.9852637441693161,1
1,0,0,0,17,1,1,76.65,1313.55,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,72.975,1.036160865157148,1
1,0,1,0,71,1,0,80.4,5727.15,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,79.54374999999999,0.9982152556840229,1
0,0,1,1,67,1,1,19.25,1372.9,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,20.189705882352943,0.9084599902838503,0
0,0,1,1,14,1,1,84.8,1203.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,80.26,1.043563869062269,1
0,1,0,0,1,0,1,25.8,25.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.9,1.856115107913669,0
0,0,0,1,63,1,0,19.5,1215.1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,18.9859375,0.9756860292393089,0
0,0,0,0,41,1,1,68.6,2877.05,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,68.50119047619049,0.987033452664394,0
0,0,1,0,17,1,0,92.6,1579.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,87.76111111111112,1.0432496714026411,1
1,0,1,0,56,1,1,100.55,5514.95,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,96.75350877192982,1.02860757903427,1
0,0,0,0,5,1,0,20.55,96.1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,16.016666666666666,1.207639569049951,0
0,0,0,0,2,0,1,42.6,72.4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,24.133333333333336,1.6949602122015914,0
0,0,1,0,3,1,1,19.6,55.25,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,13.8125,1.3232067510548524,0
1,0,0,0,37,1,0,67.45,2443.3,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,64.29736842105264,1.0329665900939022,0
0,0,0,0,29,1,1,68.85,1970.5,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,65.68333333333334,1.032491877030742,0
1,0,0,0,8,1,0,43.55,335.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.266666666666666,1.1380662020905923,0
0,0,0,0,63,1,1,109.85,7002.95,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,109.42109375,0.994828037555098,1
0,0,1,1,7,1,0,20.65,158.95,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,19.86875,0.989517819706499,0
0,0,0,0,3,1,0,95.4,293.15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,73.2875,1.2841998990408887,1
1,0,1,1,72,1,0,21.0,1493.75,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,20.46232876712329,0.9784585926280517,0
0,0,0,0,19,1,1,56.2,1093.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,54.67,1.0095203880007186,0
0,0,1,0,59,1,0,18.4,1057.85,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,17.63083333333333,0.9876101444737666,0
1,0,1,1,2,1,0,90.0,190.05,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,63.35,1.3986013986013988,1
0,0,1,1,35,1,1,25.75,882.55,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,24.515277777777776,1.0091992814762398,0
1,0,0,0,14,1,0,19.6,300.4,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,20.026666666666664,0.9321496512365253,0
0,0,0,0,14,1,0,75.35,1025.95,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,68.39666666666668,1.0857870214707717,1
0,0,1,1,69,1,0,19.8,1436.95,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,20.527857142857144,0.9197385447426922,0
1,1,1,0,7,1,0,64.2,475.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,59.375,1.0633540372670809,0
1,0,1,1,69,1,1,75.75,5388.15,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,76.97357142857142,0.9714830116431393,1
0,0,1,1,72,1,1,78.95,5730.15,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,78.49520547945205,0.9931416558248538,1
1,0,0,0,8,1,0,100.85,819.55,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,91.0611111111111,1.0954679862410235,1
0,0,1,1,4,1,0,50.3,217.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43.42,1.1323728050427735,0
1,0,1,1,63,1,1,80.3,4896.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,76.50546875,1.036055923473142,1
1,0,0,0,72,1,0,19.85,1434.1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,19.645205479452052,0.961482317032712,0
0,0,0,0,46,1,1,21.1,937.1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,19.938297872340424,1.0077227923991465,0
0,0,1,0,5,1,0,69.95,330.15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55.025,1.248549754573851,0
1,0,1,0,30,1,1,50.0,1474.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,47.57741935483871,1.0292848130685968,0
1,0,0,0,63,1,1,104.75,6536.5,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,102.1328125,1.0156806302552837,1
0,0,0,0,60,1,0,19.85,1128.1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,18.49344262295082,1.018291144563115,0
0,0,1,0,63,1,1,107.5,6873.75,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,107.40234375,0.9916759756405175,1
1,0,1,1,25,1,0,85.9,2199.05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,84.57884615384616,1.0037527246578728,1
1,0,0,0,1,1,1,45.85,45.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.925,1.916405433646813,0
1,1,1,0,6,1,1,80.8,457.1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,65.3,1.2187028657616894,1
1,0,0,0,22,1,0,25.25,566.5,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,24.630434782608695,0.9851569126378287,0
0,0,1,1,31,1,0,80.55,2471.6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,77.2375,1.029557437290302,1
0,0,1,1,39,1,1,81.5,3107.3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,77.6825,1.0358084707527087,1
1,0,0,0,26,1,0,20.9,518.3,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,19.196296296296296,1.0348432055749128,0
0,0,1,0,53,1,1,106.1,5769.75,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,106.84722222222223,0.9837990985189954,1
0,0,0,0,1,1,0,91.7,91.7,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,45.85,1.9573105656350054,1
1,0,0,0,12,1,1,67.25,832.3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,64.02307692307691,1.0342481959067789,0
0,0,0,0,16,1,1,95.6,1555.65,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,91.50882352941177,1.033414936572028,1
0,0,0,0,2,1,0,20.35,45.3,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,15.1,1.263975155279503,0
1,0,0,1,39,0,0,45.05,1790.6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,44.765,0.9843767070905713,0
1,0,0,0,1,1,1,74.95,74.95,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37.475,1.9480181936322287,1
0,0,1,1,7,0,0,34.65,246.6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,30.825,1.0887666928515318,0
1,1,0,0,4,1,0,69.35,261.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52.33,1.300393774610913,0
1,1,0,0,10,1,1,95.35,898.35,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,81.66818181818182,1.153406279210425,1
0,0,0,0,55,1,1,81.55,4509.5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,80.52678571428571,1.0002847442777352,1
1,0,1,1,72,1,1,75.4,5480.25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,75.07191780821918,0.9911673344437942,1
0,0,1,0,10,1,1,67.8,653.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,59.377272727272725,1.122939095083942,0
1,1,0,0,11,1,1,111.4,1183.05,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,98.58749999999999,1.118614283921175,1
0,0,1,1,15,1,0,46.3,639.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39.965625,1.130215882218323,0
0,0,1,1,23,1,0,20.4,478.75,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,19.947916666666668,0.9738438587767279,0
1,0,0,1,1,1,0,20.05,20.05,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,10.025,1.81859410430839,0
0,1,0,0,3,1,0,45.0,127.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31.775,1.3729977116704806,0
1,0,1,1,47,1,1,96.1,4391.45,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,91.48854166666666,1.0390476297739584,1
0,0,0,1,15,1,0,19.65,270.6,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,16.9125,1.0969993021632936,0
1,0,0,0,66,1,0,99.5,6710.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,100.15671641791045,0.9836222796016231,1
0,1,1,0,68,1,1,60.65,3975.9,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,57.62173913043478,1.0345991248238522,0
0,0,1,1,17,1,0,98.6,1704.95,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,94.71944444444445,1.0300937345831276,1
0,0,0,0,7,1,1,59.5,415.95,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,51.99375,1.1227739120179268,0
1,1,1,0,12,1,1,80.45,950.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,73.0923076923077,1.0858077242524917,1
0,1,1,0,21,1,0,71.7,1497.05,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,68.04772727272727,1.0384121654981733,1
1,0,0,0,21,0,1,36.0,780.15,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,35.461363636363636,0.9873465062644144,0
0,0,1,1,56,1,0,65.2,3512.15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,61.61666666666667,1.041256321533138,0
0,0,1,1,6,1,1,48.95,273.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39.035714285714285,1.2226583407671723,0
0,1,0,0,65,0,1,53.5,3517.9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,53.301515151515154,0.9852395435140489,0
1,0,1,0,42,1,0,80.45,3375.9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,78.5093023255814,1.0118312907660358,1
0,0,1,1,68,1,1,109.05,7508.55,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,108.8195652173913,0.9929924579844409,1
1,0,1,1,48,1,0,26.3,1245.05,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,25.409183673469386,0.9958656929794059,0
0,1,0,0,50,1,1,106.8,5347.95,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,104.86176470588235,1.00886283444003,1
0,1,0,0,7,1,1,64.95,493.65,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,61.70625,1.0357819196651052,0
0,0,1,1,63,1,0,19.35,1263.85,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,19.74765625,0.9326354633429982,0
1,0,0,0,17,1,0,21.1,385.55,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,21.419444444444444,0.9411473175566845,0
0,0,1,1,42,1,1,77.95,3384.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,78.69767441860465,0.9780711992996791,1
1,0,1,1,4,1,0,18.85,84.2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,16.84,1.056614349775785,0
0,0,0,1,62,1,0,26.0,1638.7,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,26.011111111111113,0.9625668449197861,0
1,1,0,0,2,1,1,74.7,165.4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,55.13333333333333,1.3307600950118765,1
0,0,1,0,2,1,1,70.35,120.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40.083333333333336,1.7123732251521295,0
1,0,1,0,48,1,1,96.9,4473.45,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,91.29489795918367,1.0498955212329601,1
1,0,1,0,27,1,0,19.55,520.55,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,18.59107142857143,0.9979035639412999,0
0,0,1,1,70,1,1,80.4,5717.85,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,80.5330985915493,0.9861025937794208,1
1,1,0,0,1,1,1,88.8,88.8,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,44.4,1.9559471365638768,1
1,0,1,0,46,1,1,94.65,4312.5,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,91.75531914893617,1.020426654432848,1
1,0,0,0,30,1,1,90.25,2755.35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,88.88225806451612,1.004091374019775,1
0,0,0,0,15,1,1,64.65,994.55,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62.159375,1.0236010093513435,0
1,0,1,1,69,1,0,95.75,6511.25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,93.01785714285714,1.0184235517568851,1
1,0,0,0,65,1,1,19.55,1218.65,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,18.46439393939394,1.0043980850815397,0
1,1,1,1,72,1,1,104.1,7447.7,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,102.02328767123288,1.0104511548127169,1
1,1,1,0,13,1,1,89.05,1169.35,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,83.52499999999999,1.0535344572611653,1
1,0,0,0,17,1,1,20.1,279.5,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,15.527777777777779,1.2161344537815126,0
1,0,1,0,51,1,1,111.55,5720.35,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,110.00673076923077,1.0048940206328445,1
1,0,1,1,51,1,0,60.5,3121.45,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,60.027884615384615,0.9913501079267044,0
0,0,1,0,72,1,1,90.95,6468.6,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,88.6109589041096,1.0149428274428274,1
1,0,1,1,67,1,0,87.4,5918.8,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,87.04117647058824,0.992717311418454,1
1,0,0,0,34,1,0,19.7,675.6,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,19.302857142857142,0.9703067830002814,0
1,0,1,0,67,0,1,50.95,3521.7,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,51.78970588235294,0.9651502911106778,0
0,0,1,0,49,1,1,20.05,923.1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,18.462,1.0302127222279314,0
1,0,1,1,53,1,1,19.4,1110.35,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,20.562037037037037,0.899729462790398,0
1,0,0,0,27,1,0,59.45,1611.65,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,57.558928571428574,1.0152166620925198,0
0,1,0,0,23,1,1,94.75,2293.6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,95.56666666666666,0.9811874352778737,1
1,0,0,0,69,1,1,81.5,5553.25,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,79.33214285714286,1.0145378562219358,1
0,0,1,1,2,0,0,29.05,44.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.916666666666666,1.8251308900523562,0
0,0,0,0,35,1,1,86.45,3029.1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,84.14166666666667,1.0153665459528238,1
0,0,1,0,46,1,0,70.6,3231.05,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,68.74574468085106,1.0122481353243544,1
0,0,0,0,54,1,1,97.2,5129.45,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,93.26272727272728,1.0311604895408384,1
0,0,1,0,56,1,1,98.25,5508.35,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,96.63771929824561,1.0062709443251547,1
0,0,1,0,9,1,1,75.75,655.9,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65.59,1.1375581919207087,1
1,0,0,0,20,1,0,59.2,1191.2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56.72380952380953,1.0255733377330474,0
1,0,0,0,11,1,1,75.9,866.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72.2,1.0368852459016393,1
0,1,1,0,30,1,1,90.05,2627.2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,84.74838709677418,1.050165525543601,1
1,0,1,0,68,1,0,70.95,4741.45,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,68.71666666666667,1.0176906526416447,1
1,1,1,0,38,1,1,102.6,4009.2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,102.8,0.9884393063583815,1
0,1,1,0,17,1,1,85.35,1463.45,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81.30277777777778,1.0370245367714064,1
1,0,0,0,48,1,1,106.1,5082.8,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,103.73061224489797,1.0130753341907321,1
0,0,0,0,1,1,0,43.8,43.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.9,1.9126637554585153,0
1,0,1,1,63,0,0,59.0,3707.6,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,57.93125,1.001166613638774,0
0,0,0,0,3,1,1,69.95,220.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,55.1125,1.2466028068612165,0
0,0,0,0,48,1,0,24.35,1133.7,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,23.136734693877553,1.0088357148896592,0
1,0,0,0,66,0,0,29.45,1983.15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,29.599253731343286,0.9624417725532277,0
0,0,1,1,68,1,1,84.4,5746.75,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,83.28623188405797,1.0013497829170788,1
1,1,0,0,17,1,1,45.05,770.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.81111111111111,1.028277960943444,0
0,0,1,1,7,1,0,20.65,134.05,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,16.75625,1.1629707849348818,0
1,0,1,0,72,1,1,87.1,6230.1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,85.34383561643835,1.008757595468896,1
0,0,1,0,29,1,0,19.85,573.05,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,19.101666666666667,0.9874803084321367,0
1,0,1,0,37,1,1,90.35,3419.3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,89.98157894736842,0.9930581667775431,1
0,0,0,0,34,1,1,109.8,3587.25,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,102.49285714285715,1.0609427841811028,1
0,1,0,0,42,1,1,84.65,3541.35,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,82.35697674418604,1.0155118780253045,1
0,0,1,1,59,1,0,65.5,3801.3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,63.355000000000004,1.0177919353585578,0
1,0,1,1,11,1,1,79.5,868.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72.375,1.0834752981260647,1
1,1,1,1,60,1,1,80.95,4859.1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.65737704918034,1.0036279750411576,1
0,0,0,0,27,1,1,56.15,1439.35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,51.40535714285714,1.071455344668961,0
0,0,0,0,1,1,0,85.8,85.8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,42.9,1.9544419134396356,1
1,1,0,0,1,1,1,79.1,79.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,39.55,1.9506781750924784,1
1,0,1,0,17,0,0,34.4,592.75,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,32.93055555555556,1.0138354482194023,0
1,0,1,0,58,1,0,20.75,1185.95,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,20.10084745762712,0.9833728262179204,0
1,0,1,1,1,1,0,18.8,18.8,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,9.4,1.8076923076923077,0
0,0,1,1,3,1,0,44.3,134.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.625,1.2794223826714801,0
0,0,0,0,53,1,0,90.8,4921.2,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,91.13333333333333,0.9855282199710564,1
1,0,0,0,35,1,1,25.6,901.25,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,25.03472222222222,0.9833022139237131,0
1,0,1,1,50,1,0,105.95,5341.8,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,104.74117647058824,1.0019748553627057,1
1,0,1,1,68,1,0,70.8,4859.95,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,70.4340579710145,0.9911238701954777,1
1,0,1,0,47,1,0,25.4,1139.2,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,23.733333333333334,1.026954177897574,0
0,1,1,0,65,1,1,108.8,7082.45,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,107.30984848484849,1.0045254565675077,1
1,0,0,0,5,1,1,69.75,324.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54.1,1.265880217785844,0
