gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,RevenuePerMonth,ChargeRatio,HighValueCustomer,ContractRisk,CustomerLifetimeValue,ChargesPerTenure,ServiceUsageScore,TenureGroup_New Customer,TenureGroup_Regular Customer,TenureGroup_VIP Customer,RiskCategory_Medium Risk,RiskCategory_High Risk
0,0,1,0,70,1,0,19.8,1397.65,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,19.685211267605634,0.9572055969768154,0,2,1386.0,19.685211267605634,0,0,0,1,0,0
0,1,0,0,5,0,0,28.45,131.05,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21.84166666666667,1.2455308281649031,0,0,142.25,21.84166666666667,1,1,0,0,0,0
0,0,0,0,12,1,1,99.7,1238.45,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,95.26538461538462,1.0356786128091413,1,0,1196.4,95.26538461538462,4,1,0,0,0,1
1,0,0,0,34,1,0,116.25,3899.05,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,111.40142857142858,1.0342395241544973,1,1,3952.5,111.40142857142858,6,0,0,0,0,1
0,1,1,0,71,1,1,80.7,5676.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,78.83333333333333,1.010855949895616,1,2,5729.7,78.83333333333333,1,0,0,1,0,1
0,0,1,1,70,1,0,65.2,4543.15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,63.98802816901408,1.0032617058396454,0,1,4564.0,63.98802816901408,2,0,0,1,1,0
0,0,1,1,52,1,1,84.05,4326.8,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,81.63773584905661,1.0170898214530342,1,0,4370.599999999999,81.63773584905661,3,0,0,1,0,1
1,0,0,1,69,1,1,79.45,5502.55,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,78.60785714285714,0.9980170657957308,1,2,5482.05,78.60785714285714,5,0,0,1,0,1
0,1,0,0,20,1,1,94.1,1782.4,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,84.87619047619049,1.0957635577242983,1,0,1882.0,84.87619047619049,3,0,1,0,0,1
1,0,0,1,11,1,1,78.0,851.8,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,70.98333333333333,1.0835841630006946,1,0,858.0,70.98333333333333,1,1,0,0,0,1
1,0,1,0,2,1,1,94.2,167.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,55.833333333333336,1.6574780058651026,1,0,188.4,55.833333333333336,3,1,0,0,0,1
0,0,1,1,6,1,1,80.5,502.85,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,71.83571428571429,1.1052270275571243,1,0,483.0,71.83571428571429,1,1,0,0,0,1
0,0,0,0,1,1,0,19.85,19.85,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,9.925,1.816933638443936,0,0,19.85,9.925,0,1,0,0,0,0
1,1,1,1,20,1,0,94.3,1818.3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,86.58571428571429,1.076659598760398,1,1,1886.0,86.58571428571429,4,0,1,0,0,1
1,0,0,0,61,1,1,106.45,6300.15,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,101.61532258064516,1.0373694427198354,1,0,6493.45,101.61532258064516,4,0,0,1,0,1
0,1,1,0,5,1,1,74.35,334.8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55.8,1.3089788732394363,1,0,371.75,55.800000000000004,0,1,0,0,0,1
0,0,0,0,56,1,1,105.45,5916.95,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,103.8061403508772,1.0061433389968113,1,0,5905.2,103.80614035087719,4,0,0,1,0,1
1,0,0,0,30,1,1,95.0,2852.4,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,92.01290322580644,1.021363667892072,1,0,2850.0,92.01290322580645,4,0,0,0,0,1
1,0,0,0,40,1,0,104.8,4131.95,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,100.77926829268291,1.0296792437004996,1,0,4192.0,100.77926829268293,4,0,0,0,0,1
0,0,0,0,28,1,0,54.3,1546.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,53.320689655172416,0.999619120167587,0,1,1520.4,53.320689655172416,2,0,0,0,1,0
0,1,1,0,5,1,0,70.05,302.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.43333333333334,1.3619572261827606,0,0,350.25,50.43333333333334,0,1,0,0,0,1
0,1,1,0,27,1,1,75.2,1929.35,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.90535714285714,1.0757401588882929,1,0,2030.4,68.90535714285714,1,0,0,0,0,1
1,0,0,0,12,1,0,20.05,265.45,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,20.41923076923077,0.9360746992278686,0,0,240.6,20.41923076923077,0,1,0,0,0,0
1,0,1,1,67,1,1,105.4,6989.45,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,102.7860294117647,1.0155509426209184,1,1,7061.8,102.7860294117647,4,0,0,1,0,1
1,1,1,0,29,1,1,51.6,1442.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48.06666666666667,1.0516304347826086,0,0,1496.4,48.06666666666667,0,0,0,0,1,0
1,0,1,1,55,1,0,85.5,4713.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.16785714285713,1.0038998616178136,1,0,4702.5,84.16785714285713,1,0,0,1,0,1
0,0,0,0,23,1,0,75.6,1758.6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.27499999999999,1.0178391114102996,1,0,1738.8,73.27499999999999,0,0,1,0,0,1
1,0,1,0,34,1,1,100.05,3480.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,99.42857142857144,0.996230440967283,1,0,3401.7,99.42857142857143,3,0,0,0,0,1
1,0,0,0,52,1,0,91.25,4738.3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,89.40188679245283,1.0093815874606058,1,1,4745.0,89.40188679245283,3,0,0,1,0,1
1,1,1,1,72,1,1,115.75,8399.15,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,115.05684931506848,0.9973560430351208,1,2,8334.0,115.05684931506849,6,0,0,1,0,1
1,0,1,1,58,1,1,94.7,5430.35,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,92.03983050847458,1.017843642689936,1,1,5492.6,92.03983050847458,3,0,0,1,0,1
1,0,1,1,35,1,0,19.6,686.95,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,19.08194444444445,0.9760011065772184,0,2,686.0,19.081944444444446,0,0,0,0,0,0
0,1,0,0,56,1,1,99.9,5706.3,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,100.11052631578949,0.988027692467857,1,2,5594.400000000001,100.11052631578947,4,0,0,1,0,1
0,0,1,1,24,1,1,21.1,490.65,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,19.626,1.0229807039658685,0,2,506.4,19.625999999999998,0,0,1,0,0,0
1,0,1,1,70,1,0,20.05,1360.25,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,19.158450704225352,0.9946200873362446,0,2,1403.5,19.158450704225352,0,0,0,1,0,0
1,0,0,0,2,1,1,79.95,174.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,58.15,1.3516483516483515,1,0,159.9,58.15,1,1,0,0,0,1
1,1,1,1,68,1,1,107.15,7379.8,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,106.9536231884058,0.992555847921813,1,1,7286.200000000001,106.9536231884058,4,0,0,1,0,1
0,0,0,0,1,1,1,85.0,85.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42.5,1.9540229885057472,1,0,85.0,42.5,1,1,0,0,0,1
1,0,0,0,12,1,1,89.55,1021.75,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,78.59615384615384,1.125054360956753,1,0,1074.6,78.59615384615384,2,1,0,0,0,1
0,0,1,0,63,1,1,81.55,5029.05,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78.57890625,1.0247690480164144,1,0,5137.65,78.57890625,1,0,0,1,0,1
0,0,1,1,33,1,1,58.45,1955.4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,57.51176470588236,0.9989444053483464,0,1,1928.85,57.51176470588236,3,0,0,0,1,0
0,0,1,0,69,1,1,95.65,6744.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,96.34571428571428,0.982580493674973,1,1,6599.85,96.34571428571428,3,0,0,1,0,1
0,0,1,1,60,1,1,80.6,4946.7,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,81.09344262295082,0.98180801565589,1,2,4836.0,81.09344262295082,5,0,0,1,0,1
0,0,1,1,72,1,1,113.1,8248.5,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,112.9931506849315,0.992164874121252,1,2,8143.2,112.9931506849315,6,0,0,1,0,1
0,0,0,0,11,1,1,58.95,601.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,50.13333333333333,1.1528683181225554,0,0,648.45,50.13333333333333,1,1,0,0,1,0
0,0,0,0,1,1,0,19.55,19.55,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,9.775,1.814385150812065,0,0,19.55,9.775,0,1,0,0,0,0
1,0,0,0,10,1,1,86.05,834.1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75.82727272727273,1.1200449650928883,1,0,860.5,75.82727272727273,1,1,0,0,0,1
1,0,0,0,13,0,1,45.55,597.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,42.642857142857146,1.043698854337152,0,0,592.15,42.642857142857146,3,0,1,0,1,0
1,0,1,1,34,1,1,78.95,2647.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,75.63428571428571,1.0302177317127732,1,1,2684.3,75.63428571428571,1,0,0,0,0,1
1,0,1,1,39,1,1,86.3,3266.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,81.65,1.0441621294615848,1,0,3365.7,81.65,2,0,0,0,0,1
0,0,0,0,65,1,1,105.05,6744.25,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,102.18560606060606,1.0180683528504826,1,1,6828.25,102.18560606060606,4,0,0,1,0,1
1,1,1,0,50,1,1,101.9,5265.5,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,103.24509803921568,0.9775039969905012,1,1,5095.0,103.24509803921569,4,0,0,1,0,1
1,0,0,0,15,1,0,19.75,311.6,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,19.475,0.9645909645909644,0,0,296.25,19.475,0,0,1,0,0,0
1,0,1,1,72,1,1,110.3,7966.9,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,109.13561643835617,1.0014925558775607,1,2,7941.599999999999,109.13561643835617,5,0,0,1,0,1
0,0,1,1,72,1,1,115.6,8220.4,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,112.60821917808218,1.0175320134082524,1,2,8323.199999999999,112.60821917808218,6,0,0,1,0,1
1,0,1,1,55,1,0,19.35,1153.25,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,20.59375,0.8960926193921853,0,2,1064.25,20.59375,0,0,0,1,0,0
0,0,1,1,23,1,1,25.6,514.75,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,21.447916666666668,1.1404176334106728,0,2,588.8000000000001,21.447916666666668,0,0,1,0,0,0
1,0,0,0,32,1,1,80.35,2596.15,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78.67121212121212,1.008519863834319,1,0,2571.2,78.67121212121212,1,0,0,0,0,1
0,0,1,1,56,1,1,68.75,3808.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,66.80701754385964,1.0139068564036224,0,1,3850.0,66.80701754385964,3,0,0,1,1,0
0,0,0,0,1,1,0,19.9,19.9,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,9.95,1.817351598173516,0,0,19.9,9.95,0,1,0,0,0,0
1,0,0,0,38,1,0,70.6,2708.2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,69.44102564102563,1.002256843331392,1,1,2682.8,69.44102564102563,4,0,0,0,0,1
1,0,0,0,11,1,0,70.2,760.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63.3375,1.09112104138333,0,0,772.2,63.3375,0,1,0,0,0,1
1,0,0,0,1,1,1,49.3,49.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24.65,1.922027290448343,0,0,49.3,24.65,1,1,0,0,1,0
1,0,1,0,56,1,1,107.25,6033.3,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,105.84736842105264,1.0037682872764888,1,1,6006.0,105.84736842105264,4,0,0,1,0,1
1,0,1,0,3,1,1,23.6,89.05,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,22.2625,1.0145083288554542,0,0,70.80000000000001,22.2625,0,1,0,0,0,0
1,0,1,1,7,1,0,69.7,516.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,64.51875,1.06381760946294,0,0,487.9,64.51875,3,1,0,0,1,0
1,0,1,1,59,1,1,99.5,5861.75,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,97.69583333333334,1.008147929243889,1,2,5870.5,97.69583333333334,3,0,0,1,0,1
1,0,0,0,7,1,0,64.3,445.95,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,55.74375,1.1331644454235048,0,0,450.1,55.74375,3,1,0,0,1,0
1,0,1,1,71,1,1,70.85,4973.4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,69.07499999999999,1.011059579022476,1,2,5030.349999999999,69.07499999999999,4,0,0,1,0,1
1,0,1,1,15,1,0,101.9,1667.25,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,104.203125,0.968602406059706,1,1,1528.5,104.203125,4,0,1,0,0,1
1,0,1,0,71,1,0,73.5,5357.75,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,74.41319444444444,0.9746305078502694,1,2,5218.5,74.41319444444444,4,0,0,1,0,1
0,0,0,0,35,1,1,100.25,3527.6,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,97.98888888888888,1.0127399259176115,1,0,3508.75,97.98888888888888,3,0,0,0,0,1
0,0,0,0,11,0,1,40.4,422.6,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,35.21666666666667,1.1155085135757017,0,1,444.4,35.21666666666667,3,1,0,0,1,0
0,0,1,1,60,1,1,19.25,1103.25,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,18.08606557377049,1.0085892205282372,0,2,1155.0,18.08606557377049,0,0,0,1,0,0
1,1,0,0,47,1,0,59.6,2754.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,57.375,1.020985010706638,0,2,2801.2000000000003,57.375,2,0,0,0,1,0
0,0,0,0,11,1,0,64.9,697.25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,58.10416666666666,1.0980613323933734,0,1,713.9000000000001,58.104166666666664,3,1,0,0,1,0
1,0,1,0,56,1,0,100.3,5614.45,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,98.49912280701754,1.0080490879757382,1,1,5616.8,98.49912280701754,3,0,0,1,0,1
0,1,1,0,28,1,1,110.85,3204.4,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,110.49655172413792,0.9942011504917424,1,0,3103.8,110.49655172413793,5,0,0,0,0,1
1,0,1,0,61,1,1,81.05,4747.65,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,76.57499999999999,1.044795359329681,1,2,4944.05,76.57499999999999,5,0,0,1,0,1
1,0,1,1,31,1,0,98.05,3082.1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,96.315625,1.007546321569635,1,1,3039.55,96.315625,3,0,0,0,0,1
1,0,0,0,9,1,1,70.5,597.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59.79,1.1597302187859846,1,0,634.5,59.79,0,1,0,0,0,1
1,1,1,0,35,1,1,94.55,3365.4,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,93.48333333333332,1.0007055918151349,1,0,3309.25,93.48333333333333,3,0,0,0,0,1
1,0,0,0,2,1,1,19.65,38.8,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,12.933333333333332,1.410287081339713,0,0,39.3,12.933333333333332,0,1,0,0,0,0
0,0,1,1,12,1,0,19.0,233.55,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,17.965384615384615,1.0018251875887243,0,0,228.0,17.965384615384615,0,1,0,0,0,0
0,0,0,0,1,1,0,75.3,75.3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.65,1.9482535575679167,1,0,75.3,37.65,1,1,0,0,0,1
0,1,0,0,4,1,1,89.2,346.2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,69.24,1.2699316628701596,1,0,356.8,69.24,2,1,0,0,0,1
0,0,1,1,1,1,1,19.0,19.0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,9.5,1.809523809523809,0,0,19.0,9.5,0,1,0,0,0,0
0,0,0,0,3,1,1,20.0,61.7,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,15.425,1.21765601217656,0,0,60.0,15.425,0,1,0,0,0,0
0,1,0,0,1,1,1,85.7,85.7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,42.85,1.9543899657924744,1,0,85.7,42.85,1,1,0,0,0,1
1,0,0,0,52,1,1,63.25,3342.45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,63.06509433962264,0.9872770914017288,0,2,3289.0,63.06509433962264,3,0,0,1,1,0
1,0,1,1,5,1,0,20.1,85.1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,14.183333333333332,1.3238199780461035,0,1,100.5,14.183333333333332,0,1,0,0,0,0
1,0,1,0,72,1,1,99.15,7422.1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,101.67260273972605,0.96569091806647,1,2,7138.8,101.67260273972603,4,0,0,1,0,1
1,0,1,1,71,1,0,90.4,6668.05,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,92.61180555555556,0.9656901655032232,1,2,6418.400000000001,92.61180555555556,6,0,0,1,0,1
1,0,1,0,72,1,1,111.9,8071.05,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,110.56232876712328,1.0030267495901917,1,2,8056.8,110.56232876712329,5,0,0,1,0,1
1,0,1,1,46,1,0,24.9,1174.8,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,24.995744680851065,0.9578490751350466,0,1,1145.4,24.995744680851065,0,0,0,0,0,0
1,0,1,1,63,1,0,83.5,5435.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,84.921875,0.97181305691944,1,2,5260.5,84.921875,5,0,0,1,0,1
1,0,0,0,30,1,1,84.3,2438.6,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,78.66451612903225,1.0581875607385811,1,0,2529.0,78.66451612903225,3,0,0,0,0,1
1,0,0,0,1,1,0,45.6,45.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.8,1.915966386554622,0,0,45.6,22.8,0,1,0,0,1,0
0,0,0,0,12,1,1,61.65,713.75,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,54.90384615384615,1.1027863777089784,0,0,739.8,54.90384615384615,3,1,0,0,1,0
1,0,0,0,16,0,0,54.85,916.15,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,53.89117647058824,0.9992498526496276,0,2,877.6,53.891176470588235,5,0,1,0,1,0
1,0,0,0,4,1,0,65.55,237.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,47.44,1.3532204789430222,0,0,262.2,47.44,2,1,0,0,1,0
1,0,1,0,51,1,1,90.35,4614.55,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,88.74134615384615,1.006782312414953,1,1,4607.849999999999,88.74134615384615,2,0,0,1,0,1
1,0,1,0,65,1,1,20.4,1414.45,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,21.43106060606061,0.909453206795231,0,2,1326.0,21.43106060606061,0,0,0,1,0,0
1,0,0,0,16,1,1,74.55,1170.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,68.8529411764706,1.0672421052631578,1,0,1192.8,68.8529411764706,1,0,1,0,0,1
1,0,0,0,2,1,0,19.95,47.7,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,15.9,1.1804733727810652,0,1,39.9,15.9,0,1,0,0,0,0
0,0,1,1,66,1,1,74.25,4859.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.52611940298507,1.0098452169500127,1,1,4900.5,72.52611940298507,0,0,0,1,0,1
1,0,0,0,46,1,0,108.65,4903.2,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,104.32340425531916,1.0315845824411136,1,2,4997.900000000001,104.32340425531915,5,0,0,0,0,1
0,0,0,0,32,1,1,109.55,3608.0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,109.33333333333331,0.9929003021148036,1,1,3505.6,109.33333333333333,5,0,0,0,0,1
1,0,1,0,72,1,0,86.65,6094.25,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,83.48287671232876,1.0256516275487455,1,2,6238.8,83.48287671232876,5,0,0,1,0,1
1,0,1,1,38,1,0,81.0,3084.9,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,79.10000000000001,1.0112359550561796,1,2,3078.0,79.10000000000001,5,0,0,0,0,1
1,0,0,1,51,1,0,47.85,2356.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,45.32211538461539,1.0329839128178515,0,1,2440.35,45.32211538461539,1,0,0,1,1,0
1,0,1,1,72,1,0,114.55,8306.05,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,113.78150684931506,0.997983064905926,1,2,8247.6,113.78150684931506,6,0,0,1,0,1
0,1,1,0,65,1,0,105.25,6786.4,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,102.8242424242424,1.01373241492032,1,0,6841.25,102.82424242424241,4,0,0,1,0,1
1,0,1,1,9,0,1,29.95,248.95,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,24.895,1.1565939370534852,0,0,269.55,24.895,1,1,0,0,0,0
0,0,1,1,9,1,0,65.0,663.05,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,66.30499999999999,0.965752915830919,0,0,585.0,66.30499999999999,4,1,0,0,1,0
1,0,0,1,66,1,0,20.55,1357.1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,20.25522388059701,0.9668211502001264,0,2,1356.3,20.255223880597015,0,0,0,1,0,0
0,1,0,0,44,1,1,109.8,4860.35,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,108.0077777777778,1.0072675751985076,1,1,4831.2,108.00777777777779,5,0,0,0,0,1
1,0,0,0,50,1,0,69.5,3418.2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,67.0235294117647,1.0217052922864065,0,2,3475.0,67.0235294117647,3,0,0,1,1,0
0,0,0,0,15,1,0,48.85,631.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.4625,1.207290701266605,0,0,732.75,39.4625,0,0,1,0,1,0
1,0,0,0,8,0,1,25.25,186.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.700000000000003,1.1635944700460827,0,0,202.0,20.700000000000003,0,1,0,0,0,0
0,1,0,0,66,1,1,102.85,6976.75,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,104.13059701492536,0.9783070097604258,1,1,6788.099999999999,104.13059701492537,4,0,0,1,0,1
0,0,0,0,57,1,1,87.55,4884.85,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,84.22155172413794,1.0273222938183435,1,0,4990.349999999999,84.22155172413794,3,0,0,1,0,1
